edition,route_path,methods,route_file,controller,controller_import,controller_file
CE,/api/v1/integrations/quickbooks/payments/sync,POST,server/src/app/api/v1/integrations/quickbooks/payments/sync/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/sync/bulk,POST,server/src/app/api/v1/integrations/quickbooks/sync/bulk/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/sync/full,POST,server/src/app/api/v1/integrations/quickbooks/sync/full/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/sync/history,GET,server/src/app/api/v1/integrations/quickbooks/sync/history/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/sync/status,GET,server/src/app/api/v1/integrations/quickbooks/sync/status/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/sync/status/{sync_id},GET,server/src/app/api/v1/integrations/quickbooks/sync/status/[sync_id]/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/sync/{sync_id}/cancel,POST,server/src/app/api/v1/integrations/quickbooks/sync/[sync_id]/cancel/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/sync/{sync_id}/retry,POST,server/src/app/api/v1/integrations/quickbooks/sync/[sync_id]/retry/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/tax-codes,GET,server/src/app/api/v1/integrations/quickbooks/tax-codes/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/tax-codes/mappings,GET PUT,server/src/app/api/v1/integrations/quickbooks/tax-codes/mappings/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/terms,GET,server/src/app/api/v1/integrations/quickbooks/terms/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/invoices,GET POST,server/src/app/api/v1/invoices/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/analytics,GET,server/src/app/api/v1/invoices/analytics/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/bulk,POST,server/src/app/api/v1/invoices/bulk/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/bulk/credit,POST,server/src/app/api/v1/invoices/bulk/credit/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/bulk/delete,POST,server/src/app/api/v1/invoices/bulk/delete/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/bulk/send,POST,server/src/app/api/v1/invoices/bulk/send/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/export,GET,server/src/app/api/v1/invoices/export/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/generate,POST,server/src/app/api/v1/invoices/generate/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/manual,POST,server/src/app/api/v1/invoices/manual/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/preview,POST,server/src/app/api/v1/invoices/preview/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/recurring,GET POST,server/src/app/api/v1/invoices/recurring/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/recurring/{id},DELETE PUT,server/src/app/api/v1/invoices/recurring/[id]/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/search,GET,server/src/app/api/v1/invoices/search/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/{id},DELETE GET PUT,server/src/app/api/v1/invoices/[id]/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/{id}/approve,POST,server/src/app/api/v1/invoices/[id]/approve/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/{id}/credit,POST,server/src/app/api/v1/invoices/[id]/credit/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/{id}/duplicate,POST,server/src/app/api/v1/invoices/[id]/duplicate/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/{id}/finalize,POST,server/src/app/api/v1/invoices/[id]/finalize/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/{id}/items,GET,server/src/app/api/v1/invoices/[id]/items/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/{id}/payment,POST,server/src/app/api/v1/invoices/[id]/payment/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/{id}/pdf,GET POST,server/src/app/api/v1/invoices/[id]/pdf/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/{id}/reject,POST,server/src/app/api/v1/invoices/[id]/reject/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/{id}/send,POST,server/src/app/api/v1/invoices/[id]/send/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/{id}/tax,POST,server/src/app/api/v1/invoices/[id]/tax/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/invoices/{id}/transactions,GET,server/src/app/api/v1/invoices/[id]/transactions/route.ts,ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController,server/src/lib/api/controllers/ApiInvoiceController.ts
CE,/api/v1/meta/docs,GET,server/src/app/api/v1/meta/docs/route.ts,ApiMetadataController,@/lib/api/controllers/ApiMetadataController,server/src/lib/api/controllers/ApiMetadataController.ts
CE,/api/v1/meta/endpoints,GET,server/src/app/api/v1/meta/endpoints/route.ts,ApiMetadataController,@/lib/api/controllers/ApiMetadataController,server/src/lib/api/controllers/ApiMetadataController.ts
CE,/api/v1/meta/health,GET,server/src/app/api/v1/meta/health/route.ts,ApiMetadataController,@/lib/api/controllers/ApiMetadataController,server/src/lib/api/controllers/ApiMetadataController.ts
CE,/api/v1/meta/openapi,GET,server/src/app/api/v1/meta/openapi/route.ts,ApiMetadataController,@/lib/api/controllers/ApiMetadataController,server/src/lib/api/controllers/ApiMetadataController.ts
CE,/api/v1/meta/permissions,GET,server/src/app/api/v1/meta/permissions/route.ts,ApiMetadataController,@/lib/api/controllers/ApiMetadataController,server/src/lib/api/controllers/ApiMetadataController.ts
CE,/api/v1/meta/schemas,GET,server/src/app/api/v1/meta/schemas/route.ts,ApiMetadataController,@/lib/api/controllers/ApiMetadataController,server/src/lib/api/controllers/ApiMetadataController.ts
CE,/api/v1/meta/sdk,GET,server/src/app/api/v1/meta/sdk/route.ts,ApiMetadataController,@/lib/api/controllers/ApiMetadataController,server/src/lib/api/controllers/ApiMetadataController.ts
CE,/api/v1/meta/stats,GET,server/src/app/api/v1/meta/stats/route.ts,ApiMetadataController,@/lib/api/controllers/ApiMetadataController,server/src/lib/api/controllers/ApiMetadataController.ts
CE,/api/v1/permission-checks,POST,server/src/app/api/v1/permission-checks/route.ts,ApiPermissionController,@/lib/api/controllers/ApiPermissionController,server/src/lib/api/controllers/ApiPermissionController.ts
CE,/api/v1/permissions,GET POST,server/src/app/api/v1/permissions/route.ts,ApiPermissionController,@/lib/api/controllers/ApiPermissionController,server/src/lib/api/controllers/ApiPermissionController.ts
CE,/api/v1/permissions/categories,GET,server/src/app/api/v1/permissions/categories/route.ts,ApiPermissionController,@/lib/api/controllers/ApiPermissionController,server/src/lib/api/controllers/ApiPermissionController.ts
CE,/api/v1/permissions/{id},DELETE GET PUT,server/src/app/api/v1/permissions/[id]/route.ts,ApiPermissionController,@/lib/api/controllers/ApiPermissionController,server/src/lib/api/controllers/ApiPermissionController.ts
CE,/api/v1/permissions/{id}/roles,GET,server/src/app/api/v1/permissions/[id]/roles/route.ts,ApiPermissionController,@/lib/api/controllers/ApiPermissionController,server/src/lib/api/controllers/ApiPermissionController.ts
CE,/api/v1/contracts,GET POST,server/src/app/api/v1/contracts/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contracts/{contractId}/contract-lines,POST,server/src/app/api/v1/contracts/[contractId]/contract-lines/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contracts/{contractId}/contract-lines/{contractLineId},DELETE,server/src/app/api/v1/contracts/[contractId]/contract-lines/[contractLineId]/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-line-templates,POST,server/src/app/api/v1/contract-line-templates/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-line-templates/{id}/create-contract-line,POST,server/src/app/api/v1/contract-line-templates/[id]/create-contract-line/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/projects,GET POST,server/src/app/api/v1/projects/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/bulk-assign,PUT,server/src/app/api/v1/projects/bulk-assign/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/bulk-status,PUT,server/src/app/api/v1/projects/bulk-status/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/bulk-update,PUT,server/src/app/api/v1/projects/bulk-update/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/export,GET,server/src/app/api/v1/projects/export/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/search,GET,server/src/app/api/v1/projects/search/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/stats,GET,server/src/app/api/v1/projects/stats/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/tasks/{taskId},DELETE GET PUT,server/src/app/api/v1/projects/tasks/[taskId]/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/tasks/{taskId}/checklist,GET POST,server/src/app/api/v1/projects/tasks/[taskId]/checklist/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/{id},DELETE GET PUT,server/src/app/api/v1/projects/[id]/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/{id}/phases,GET POST,server/src/app/api/v1/projects/[id]/phases/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/{id}/phases/{phaseId},DELETE PUT,server/src/app/api/v1/projects/[id]/phases/[phaseId]/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/{id}/phases/{phaseId}/tasks,GET,server/src/app/api/v1/projects/[id]/phases/[phaseId]/tasks/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/{id}/tasks,GET,server/src/app/api/v1/projects/[id]/tasks/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/projects/{id}/tickets,GET,server/src/app/api/v1/projects/[id]/tickets/route.ts,ApiProjectController,@/lib/api/controllers/ApiProjectController,server/src/lib/api/controllers/ApiProjectController.ts
CE,/api/v1/quickbooks/accounts,GET,server/src/app/api/v1/quickbooks/accounts/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/accounts/mappings,GET PUT,server/src/app/api/v1/quickbooks/accounts/mappings/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/connection/refresh,POST,server/src/app/api/v1/quickbooks/connection/refresh/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/connection/status,GET,server/src/app/api/v1/quickbooks/connection/status/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/connection/test,POST,server/src/app/api/v1/quickbooks/connection/test/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/customers/mappings,GET,server/src/app/api/v1/quickbooks/customers/mappings/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/customers/mappings/{mapping_id},DELETE,server/src/app/api/v1/quickbooks/customers/mappings/[mapping_id]/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/customers/sync,POST,server/src/app/api/v1/quickbooks/customers/sync/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/diagnostics,POST,server/src/app/api/v1/quickbooks/diagnostics/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/health,GET,server/src/app/api/v1/quickbooks/health/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/health/config,GET PUT,server/src/app/api/v1/quickbooks/health/config/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/invoices/export,POST,server/src/app/api/v1/quickbooks/invoices/export/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/invoices/import,POST,server/src/app/api/v1/quickbooks/invoices/import/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/items,GET,server/src/app/api/v1/quickbooks/items/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/mappings,GET POST,server/src/app/api/v1/quickbooks/mappings/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/mappings/{mapping_id},DELETE GET PUT,server/src/app/api/v1/quickbooks/mappings/[mapping_id]/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/oauth/callback,POST,server/src/app/api/v1/quickbooks/oauth/callback/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/oauth/disconnect,DELETE,server/src/app/api/v1/quickbooks/oauth/disconnect/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/oauth/initiate,POST,server/src/app/api/v1/quickbooks/oauth/initiate/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/payment-methods,GET,server/src/app/api/v1/quickbooks/payment-methods/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/payments/sync,POST,server/src/app/api/v1/quickbooks/payments/sync/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/sync/bulk,POST,server/src/app/api/v1/quickbooks/sync/bulk/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/sync/full,POST,server/src/app/api/v1/quickbooks/sync/full/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/sync/history,GET,server/src/app/api/v1/quickbooks/sync/history/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/sync/status,GET,server/src/app/api/v1/quickbooks/sync/status/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/sync/status/{sync_id},GET,server/src/app/api/v1/quickbooks/sync/status/[sync_id]/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/sync/{sync_id}/cancel,POST,server/src/app/api/v1/quickbooks/sync/[sync_id]/cancel/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/sync/{sync_id}/retry,POST,server/src/app/api/v1/quickbooks/sync/[sync_id]/retry/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/tax-codes,GET,server/src/app/api/v1/quickbooks/tax-codes/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/tax-codes/mappings,GET PUT,server/src/app/api/v1/quickbooks/tax-codes/mappings/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/quickbooks/terms,GET,server/src/app/api/v1/quickbooks/terms/route.ts,ApiQuickBooksController,@/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/rbac/analytics,GET,server/src/app/api/v1/rbac/analytics/route.ts,ApiRoleController,@/lib/api/controllers/ApiRoleController,server/src/lib/api/controllers/ApiRoleController.ts
CE,/api/v1/rbac/audit,GET,server/src/app/api/v1/rbac/audit/route.ts,,,
CE,/api/v1/roles,GET POST,server/src/app/api/v1/roles/route.ts,ApiRoleController,@/lib/api/controllers/ApiRoleController,server/src/lib/api/controllers/ApiRoleController.ts
CE,/api/v1/roles/bulk,POST,server/src/app/api/v1/roles/bulk/route.ts,ApiRoleController,@/lib/api/controllers/ApiRoleController,server/src/lib/api/controllers/ApiRoleController.ts
CE,/api/v1/roles/templates,GET,server/src/app/api/v1/roles/templates/route.ts,ApiRoleController,@/lib/api/controllers/ApiRoleController,server/src/lib/api/controllers/ApiRoleController.ts
CE,/api/v1/roles/{id},DELETE GET PUT,server/src/app/api/v1/roles/[id]/route.ts,ApiRoleController,@/lib/api/controllers/ApiRoleController,server/src/lib/api/controllers/ApiRoleController.ts
CE,/api/v1/roles/{id}/clone,POST,server/src/app/api/v1/roles/[id]/clone/route.ts,ApiRoleController,@/lib/api/controllers/ApiRoleController,server/src/lib/api/controllers/ApiRoleController.ts
CE,/api/v1/roles/{id}/permissions,GET PUT,server/src/app/api/v1/roles/[id]/permissions/route.ts,ApiRoleController,@/lib/api/controllers/ApiRoleController,server/src/lib/api/controllers/ApiRoleController.ts
CE,/api/v1/schedules,GET POST,server/src/app/api/v1/schedules/route.ts,ApiTimeSheetController,server/src/lib/api/controllers/ApiTimeSheetController,server/src/lib/api/controllers/ApiTimeSheetController.ts
CE,/api/v1/schedules/search,GET,server/src/app/api/v1/schedules/search/route.ts,ApiTimeSheetController,server/src/lib/api/controllers/ApiTimeSheetController,server/src/lib/api/controllers/ApiTimeSheetController.ts
CE,/api/v1/schedules/{id},DELETE GET PUT,server/src/app/api/v1/schedules/[id]/route.ts,ApiTimeSheetController,server/src/lib/api/controllers/ApiTimeSheetController,server/src/lib/api/controllers/ApiTimeSheetController.ts
CE,/api/v1/schedules/{id}/conflicts,GET,server/src/app/api/v1/schedules/[id]/conflicts/route.ts,ApiTimeSheetController,server/src/lib/api/controllers/ApiTimeSheetController,server/src/lib/api/controllers/ApiTimeSheetController.ts
CE,/api/v1/tags,GET POST,server/src/app/api/v1/tags/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/tags/analytics,GET,server/src/app/api/v1/tags/analytics/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/tags/bulk,DELETE POST,server/src/app/api/v1/tags/bulk/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/tags/bulk/merge,POST,server/src/app/api/v1/tags/bulk/merge/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/tags/bulk/tag,POST,server/src/app/api/v1/tags/bulk/tag/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/tags/bulk/untag,DELETE,server/src/app/api/v1/tags/bulk/untag/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/tags/by-text,DELETE,server/src/app/api/v1/tags/by-text/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/tags/cloud,GET,server/src/app/api/v1/tags/cloud/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/tags/entity/{entityType}/{entityId},DELETE GET POST,server/src/app/api/v1/tags/entity/[entityType]/[entityId]/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/tags/search,GET,server/src/app/api/v1/tags/search/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/tags/{id},DELETE GET PUT,server/src/app/api/v1/tags/[id]/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/tags/{id}/colors,PUT,server/src/app/api/v1/tags/[id]/colors/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/tags/{id}/text,PUT,server/src/app/api/v1/tags/[id]/text/route.ts,ApiTagController,@/lib/api/controllers/ApiTagController,server/src/lib/api/controllers/ApiTagController.ts
CE,/api/v1/teams,GET POST,server/src/app/api/v1/teams/route.ts,ApiTeamController,@/lib/api/controllers/ApiTeamController,server/src/lib/api/controllers/ApiTeamController.ts
CE,/api/v1/teams/bulk,DELETE PUT,server/src/app/api/v1/teams/bulk/route.ts,ApiTeamController,@/lib/api/controllers/ApiTeamController,server/src/lib/api/controllers/ApiTeamController.ts
CE,/api/v1/teams/hierarchy,GET,server/src/app/api/v1/teams/hierarchy/route.ts,ApiTeamController,@/lib/api/controllers/ApiTeamController,server/src/lib/api/controllers/ApiTeamController.ts
CE,/api/v1/teams/search,GET,server/src/app/api/v1/teams/search/route.ts,ApiTeamController,@/lib/api/controllers/ApiTeamController,server/src/lib/api/controllers/ApiTeamController.ts
CE,/api/v1/teams/stats,GET,server/src/app/api/v1/teams/stats/route.ts,ApiTeamController,@/lib/api/controllers/ApiTeamController,server/src/lib/api/controllers/ApiTeamController.ts
CE,/api/v1/teams/{id},DELETE GET PUT,server/src/app/api/v1/teams/[id]/route.ts,ApiTeamController,@/lib/api/controllers/ApiTeamController,server/src/lib/api/controllers/ApiTeamController.ts
CE,/api/v1/teams/{id}/analytics,GET,server/src/app/api/v1/teams/[id]/analytics/route.ts,ApiTeamController,@/lib/api/controllers/ApiTeamController,server/src/lib/api/controllers/ApiTeamController.ts
